voltage,current,solute_3,solute_2,solute_1,voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors,voltage,"current, barrier 0","current, barrier 1",solute_3 transport over barrier 0,solute_3 transport over barrier 1,solute_2 transport over barrier 0,solute_2 transport over barrier 1,solute_1 transport over barrier 0,solute_1 transport over barrier 1
-150,-0.011898336598312312,-33560.4192320035,-7150.925946468644,0.00018803335240007157,-150,50374429049.281479,0.077442896949789397,50374429049.204033,650471909411.42175,1.1922374551083635e+18,4.216417437419295e-08,4.2174178815912455e-08,2.0176278725005103e-13,6.75327849197771e-15,1870942.8817775717,-4.6566128730773926e-10,5.9642009943297876e-08,8.435401634143691e-08,-150,-0.011898336598305559,-0.011898336598312312,-33560.419231961336,-33560.4192320035,-7150.925946510818,-7150.925946468644,0.00018803335260183436,0.00018803335240007157
-140,-0.006628959213812236,-18528.111121832117,-4323.0492159849955,0.0002310348599704054,-140,42073838438.320557,0.063481987834872827,42073838438.257072,662768131139.20728,1.237931000460265e+18,2.047090674750507e-08,2.0467268768697977e-08,4.506932208079434e-13,3.279494731334154e-15,1533519.565524481,4.6566128730773926e-10,2.8950877648356062e-08,4.0946811663555849e-08,-140,-0.006628959213808957,-0.006628959213812236,-18528.111121811646,-18528.111121832117,-4323.049216005463,-4323.0492159849955,0.00023103486042109862,0.0002310348599704054
-130,-0.0036882079866907202,-10209.10678538232,-2604.3087604862676,0.0002833198346935753,-130,35211832610.413239,0.052068833792147294,35211832610.361168,676255449679.83655,1.2545268327295905e+18,2.958404365926981e-08,2.9583134164568037e-08,9.995518410362003e-13,4.738830855499643e-15,1257762.4476983349,-1.1944212019443512e-07,4.1836226499591174e-08,5.9168177371504704e-08,-130,-0.0036882079866859814,-0.0036882079866907202,-10209.106785352737,-10209.10678538232,-2604.3087605158507,-2604.3087604862676,0.00028331983369402346,0.0002833198346935753
-120,-0.0020505225576592074,-5617.790128858751,-1564.186713768971,0.00034698166451332946,-120,29536804498.828217,0.042745384875576366,29536804498.785473,690994000517.34717,6.8551986323619494e+17,1.0777330317068845e-07,1.0777444003906567e-07,1.6855229234905011e-13,1.7264835394659173e-14,1032528.1753556605,-1.1897645890712738e-07,1.5241527089800051e-07,2.155488212640666e-07,-120,-0.0020505225576419425,-0.0020505225576592074,-5617.790128750978,-5617.790128858751,-1564.1867138767454,-1564.186713768971,0.00034698166468188175,0.00034698166451332946
-110,-0.0011396448678161284,-3088.440568325329,-937.0077762655118,0.00042457254032317315,-110,24842520767.115459,0.035137458343288512,24842520767.080322,707009611350.00659,1.1089794150237966e+18,1.5619207260897383e-08,1.5618411453033332e-08,3.691267127028941e-13,2.502121773662047e-15,848749.23450130445,1.1932570487260818e-07,2.2088573229815037e-08,3.1239238397484659e-08,-110,-0.0011396448678136263,-0.0011396448678161284,-3088.4405683097098,-3088.440568325329,-937.0077762811302,-937.0077762655118,0.00042457253995404644,0.00042457254032317315
-100,-0.0006333476420529622,-1696.7204810729422,-560.0409879553231,0.0005192049040080582,-100,20960060375.299343,0.028939721390301112,20960060375.270405,724266142462.72314,1.6719863198765908e+18,2.463207238179166e-08,2.463423243170837e-08,2.2692637699495144e-12,3.946495907847236e-15,699039.59597139875,1.1641532182693481e-10,3.4836699096554228e-08,4.9269028822018779e-08,-100,-0.0006333476420490157,-0.0006333476420529622,-1696.7204810483101,-1696.7204810729422,-560.0409879799573,-560.0409879553231,0.000519204906277322,0.0005192049040080582
-90,-0.00035200100351201447,-931.5566018688243,-334.14776294244353,0.0006346758311186751,-90,17751230118.274525,0.023903437070960341,17751230118.250622,742622496738.76514,9.3251453642962483e+17,1.0340079370507738e-07,1.034064212035446e-07,5.570692236493702e-12,1.656574183384052e-14,577387.08150693367,-1.1932570487260818e-07,1.4623466363861131e-07,2.0681284244525311e-07,-90,-0.00035200100349544873,-0.00035200100351201447,-931.5566017654235,-931.5566018688243,-334.14776304584996,-334.14776294244353,0.0006346758366893673,0.0006346758311186751
-80,-0.000195652016063781,-511.0605459243916,-199.17893669144615,0.000775619112693568,-80,15103194829.794424,0.019826481611937403,15103194829.774597,761768786081.58508,1.6633325774118656e+18,3.872435172525002e-08,3.8724181194993434e-08,4.8274101729917085e-14,6.203669305690496e-15,478907.94827592856,5.9546437114477158e-08,5.4764382821007737e-08,7.7448581190658894e-08,-80,-0.00019565201606998466,-0.000195652016063781,-511.06054596311594,-511.0605459243916,-199.17893665272197,-199.17893669144615,0.0007756191127418421,0.000775619112693568
-70,-0.00010873971631556478,-280.006620768091,-118.7634123699999,0.0009476910285781352,-70,12924108508.579399,0.016545232475500174,12924108508.562855,781137921616.82483,3.4425738116367149e+17,2.3159316242526984e-08,2.3165142692960217e-08,5.692057285580643e-12,3.7110071959833846e-15,399649.36804603541,-1.1641532182693481e-10,3.2756359891578123e-08,4.6330293101970454e-08,-70,-0.00010873971631927579,-0.00010873971631556478,-280.0066207912503,-280.006620768091,-118.76341234683476,-118.7634123699999,0.0009476910228860779,0.0009476910285781352
-60,-6.0393964405384066e-05,-153.00953198312192,-70.97429036351824,0.0011577972653223755,-60,11139572625.60087,0.013928001612556251,11139572625.586943,799796908090.4198,4.1239377430750605e+17,4.3344840605641366e-08,4.333605829742737e-08,8.720626217678662e-12,6.9424582185492745e-15,336430.2268614457,1.1926749721169472e-07,6.1292692543049921e-08,8.6689704793113664e-08,-60,-6.0393964412326524e-05,-6.0393964405384066e-05,-153.00953202646676,-153.00953198312192,-70.97429032018218,-70.97429036351824,0.0011577972740430017,0.0011577972653223755
-50,-3.346498729132548e-05,-83.13314992965941,-42.631580636915736,0.0014143700727189557,-50,9689780917.2788677,0.011869750358854854,9689780917.2669983,816342435546.69836,2.5542434335756822e+17,2.3628231815564504e-08,2.3644780355880357e-08,1.6556862868569167e-11,3.787897458803341e-15,286713.24969947519,-5.9604644775390625e-08,3.3427068596052645e-08,4.7289576136921863e-08,-50,-3.346498728753758e-05,-3.346498729132548e-05,-83.13314990603118,-83.13314992965941,-42.631580660560516,-42.631580636915736,0.0014143700892758186,0.0014143700727189557
-40,-1.842406963871675e-05,-44.58615167969046,-25.837828949679047,0.0017277066000482202,-40,8527237382.8819103,0.010287873864574618,8527237382.8716221,828862940499.75635,3.8487716122959328e+17,2.732626569468266e-08,2.7319710937945274e-08,6.5336434179608105e-12,4.376626014726548e-15,248503.09480882104,-5.9517333284020424e-08,3.8640533933904827e-08,5.4652513830494298e-08,-40,-1.8424069634340125e-05,-1.842406963871675e-05,-44.586151652364194,-44.58615167969046,-25.837828976998757,-25.837828949679047,0.0017277065935145768,0.0017277066000482202
-30,-9.97516311203129e-06,-23.19678676912787,-15.877583006306589,0.0021103820461739952,-30,7614957084.6653862,0.0091188858716549689,7614957084.6562672,835075380023.73999,9.354796999512855e+17,7.423625802971401e-08,7.422508296883734e-08,1.1198780184434876e-11,1.1890851801463209e-14,220266.24569236193,5.9546437114477158e-08,1.0497802562717015e-07,1.4847255931996206e-07,-30,-9.975163123922141e-06,-9.97516311203129e-06,-23.196786843364126,-23.19678676912787,-15.877582932081506,-15.877583006306589,0.0021103820573727754,0.0021103820461739952
-20,-5.17300099306664e-06,-11.174634247610843,-9.946779604914607,0.002577754604224358,-20,6925078613.2465239,0.0083158707873448087,6925078613.2382078,832754475187.99731,7.8087810161455022e+18,3.0755730406895054e-08,3.0781853510575274e-08,2.6111099393766324e-11,4.931249636061508e-15,200869.45543215968,5.948822945356369e-08,4.3513649615426167e-08,6.1563695016864095e-08,-20,-5.17300099799789e-06,-5.17300099306664e-06,-11.174634278366574,-11.174634247610843,-9.946779574132753,-9.946779604914607,0.0025777545781132585,0.002577754604224358
-10,-2.3777957604692196e-06,-4.231595352555646,-6.385776623025889,0.0031485814555453446,-10,6437833500.3943291,0.0078466007967335702,6437833500.3864822,820461454222.8667,6.0199955324082534e+17,9.471216877443567e-08,9.470582273962691e-08,6.337421039337432e-12,1.517187585078363e-14,189534.26174739902,-5.9662852436304092e-08,1.3393874587532871e-07,1.8942433515148349e-07,-10,-2.3777957452973438e-06,-2.3777957604692196e-06,-4.231595257843477,-4.231595352555646,-6.385776717731712,-6.385776623025889,0.0031485814492079236,0.0031485814555453446
0,-6.743954575514769e-07,-7.765487808342186e-09,-4.21740100110337,0.0038457718893419503,0,6140832094.7710304,0.0076922424473793265,6140832094.7633381,798314943500.4032,1.2502910450140787e+19,1.5530975616684373e-08,1.55953445712953e-08,6.437266258235708e-11,2.4983753469363414e-15,185805.74319660172,-5.9575540944933891e-08,2.2009773907202777e-08,3.119069729232149e-08,0,-6.743954550531015e-07,-6.743954575514769e-07,7.765487808342186e-09,-7.765487808342186e-09,-4.217401016698714,-4.21740100110337,0.003845771953714613,0.0038457718893419503
10,4.5067961894249594e-07,2.8366289538795506,-2.8694214417441994,0.004697306763135836,10,6028638033.5095863,0.0078466007967335702,6028638033.5017395,768312061449.49084,3.5350416259662579e+17,4.508414086501489e-09,4.538037057244537e-09,2.9626507844215944e-11,7.269947202220915e-16,189534.26107952406,-5.9633748605847359e-08,6.3969076577687815e-09,9.076074542965773e-09,10,4.5067961966949066e-07,4.5067961894249594e-07,2.8366289583879647,2.8366289538795506,-2.8694214462822365,-2.8694214417441994,0.004697306792762344,0.004697306763135836
20,1.288981419109253e-06,5.021491850539887,-2.0083821491944813,0.0057373611024627,20,6102614949.3931923,0.0083158707873448087,6102614949.3848763,733851583971.245,3.7072741021137728e+17,4.85358153667903e-09,4.799668218424813e-09,5.390993380871567e-11,7.68907922155484e-16,200869.45371322864,-5.9662852436304092e-08,6.8261970671394505e-09,9.7071605770909786e-09,20,1.2889814198781609e-06,1.288981419109253e-06,5.021491855393468,5.021491850539887,-2.0083821539941495,-2.0083821491944813,0.005737361048552766,0.0057373611024627
30,2.010322164584694e-06,6.987695700133791,-1.4405792573632374,0.007007675691067825,30,6371039910.8736792,0.0091188858716549689,6371039910.8645601,698664288658.04102,1.3802919710168349e+17,8.392812933522009e-08,8.39870106794649e-08,5.887622941264103e-11,1.345471772055051e-14,220266.24184008251,5.8207660913467407e-11,1.1873395826319835e-07,1.6797402823537366e-07,30,2.010322178039412e-06,2.010322164584694e-06,6.987695784061921,6.987695700133791,-1.4405793413502481,-1.4405792573632374,0.0070076757499440544,0.007007675691067825
40,2.71877766079847e-06,9.0037310307775,-1.0534340809905742,0.008559233183674153,40,6849488735.2909555,0.010287873864574618,6849488735.2806673,665782728817.91089,2.2565053546646582e+17,6.116915152176716e-08,6.107169903124543e-08,9.745531638627458e-11,9.783685397479844e-15,248503.08610289922,2.9103830456733704e-11,8.6437416927601075e-08,1.2233831142051399e-07,40,2.7187776705821554e-06,2.71877766079847e-06,9.003731091946651,9.0037310307775,-1.0534341420622733,-1.0534340809905742,0.008559233086218837,0.008559233183674153
50,3.484179519713225e-06,11.254554534317153,-0.781081845306249,0.010454302547035941,50,7561509170.9627581,0.011869750358854854,7561509170.9508886,637040286641.06311,2.919919915376601e+17,1.1055693249772958e-08,1.1009927969318767e-08,4.576577485038147e-11,1.763789835078312e-15,286713.22928557626,-5.8207660913467407e-11,1.560285398277275e-08,2.2111392878124136e-08,50,3.484179521477015e-06,3.484179519713225e-06,11.254554545372846,11.254554534317153,-0.781081856316177,-0.781081845306249,0.010454302501270166,0.010454302547035941
60,4.360059822505197e-06,13.887603006925794,-0.5843904447672316,0.012768939881032549,60,8539609446.4049196,0.013928001612556251,8539609446.3909912,613125248255.74146,1.1657694420149773e+17,1.3179192848156163e-08,1.3083035432792656e-08,9.615490695336071e-11,2.095902559850777e-15,336430.17715364351,-1.1920928955078125e-07,1.8570575720198007e-08,2.6358393957065518e-08,60,4.360059824601099e-06,4.360059822505197e-06,13.887603020104986,13.887603006925794,-0.584390457850267,-0.5843904447672316,0.012768939784877642,0.012768939881032549
70,5.394169820504418e-06,17.03988882338101,-0.4394976873136965,0.015596039328330355,70,9826602295.949913,0.016545232475500174,9826602295.9333687,593923494910.14624,3.2523222586549299e+17,1.0092542623851841e-07,1.0079512541283364e-07,1.3030782702871946e-10,1.614737701459857e-14,399649.24317134166,1.1920928955078125e-07,1.4263806188824917e-07,2.0185086675381103e-07,70,5.394169804357041e-06,5.394169820504418e-06,17.039888722455583,17.03988882338101,-0.43949758651857107,-0.4394976873136965,0.015596039458638182,0.015596039328330355
80,6.635008362084359e-06,20.85512408415098,-0.33131531925919433,0.019049062633297687,80,11477358796.121695,0.019826481611937403,11477358796.101868,578890345789.40356,3.7008414962905216e+17,1.1940027278001253e-07,1.1907438757230437e-07,3.258875565237407e-10,1.907571644995656e-14,478907.62705995206,-1.7462298274040222e-10,1.6862751939232181e-07,2.388005480163935e-07,80,6.635008343008643e-06,6.635008362084359e-06,20.855123964750707,20.85512408415098,-0.33131520018480676,-0.33131531925919433,0.019049062959185244,0.019049062633297687
90,8.136299076760878e-06,25.495867425673303,-0.24988428569957025,0.023266592210434773,90,13561042756.785784,0.023903437070960341,13561042756.761881,567326059282.9447,1.9218900981503914e+17,8.801446682582537e-08,8.804808324103242e-08,3.3630633000658605e-11,1.410530763371054e-14,577386.24097036675,2.3283064365386963e-10,1.2449502471624842e-07,1.7609618050556941e-07,90,8.136299090866185e-06,8.136299076760878e-06,25.49586751368777,25.495867425673303,-0.2498843737476535,-0.24988428569957025,0.023266592244065406,0.023266592210434773
100,9.960529891806392e-06,31.15354752242705,-0.1883384940486713,0.028417891283902822,100,16163915663.527281,0.028939721390301112,16163915663.498341,558537362731.64233,3.3787884195484429e+17,8.934495809853615e-09,8.646010907220614e-09,2.884841185379905e-10,1.3850902982068605e-15,699037.36982083123,1.1909287422895432e-07,1.243631812378341e-08,1.7868994502817648e-08,100,9.960529890421302e-06,9.960529891806392e-06,31.153547513492555,31.15354752242705,-0.1883384854026604,-0.1883384940486713,0.02841789157238694,0.028417891283902822
